	Position	Contacts at 4.5 Å	SASA	uid	total_score	avg_deg_4_5	avg_deg_8	avg_sc_nbrs_res_summary	bb_internal_hbonds	bbsc_internal_hbonds	cav_vol	dslf_fa13	fa_atr	fa_dun	fa_elec	fa_intra_rep	fa_intra_sol_xover4	fa_rep	fa_sol	hbond_bb_sc	hbond_lr_bb	hbond_sc	hbond_sr_bb	internal_hbonds	lk_ball_wtd	nonpolar_sasa	omega	p_aa_pp	packstat	polar_sasa	pro_close	rama_prepro	ref	sasa	sc_internal_hbonds	total_cc_contacts	yhh_planarity	%S	%L	%H	length	avg_cc_contacts_per_res	temp	mean_temp	seq_length	bitscore	C	L	N	P	max_structure_length	lid_bitscore
10	111.5	11.339449541284404	52.104833601161296	GB_GCA_000423665.1	-474.75	1.33	10.817	2.719	141.0	30.0	338.336	0.0	-1250.547	350.065	-417.982	1.687	42.819	113.12	873.799	-23.398	-32.473	-22.833	-103.55	200.0	-23.366	6004.433	46.778	-40.068	0.566	5163.576	20.205	-10.989	1.885	11168.009	29.0	712.0	0.098	0.1651376146788991	0.3119266055045872	0.5229357798165137	218.0	3.26605504587156	28.0	28.666666666666668	218	174.9	119.0	47.0	45.0	6.0	23	41.9
11	103.0	11.102439024390245	50.02104154497484	GB_GCA_001931535.1	-464.017	1.293	10.707	2.601	129.0	32.0	303.503	0.0	-1137.818	271.964	-377.051	1.526	32.748	113.168	735.973	-23.032	-33.44	-20.357	-91.059	186.0	-24.389	6490.124	42.153	-44.253	0.598	3703.724	24.057	-0.701	66.301	10193.848	25.0	661.0	0.193	0.1609756097560975	0.3219512195121951	0.5170731707317073	205.0	3.2243902439024392	28.0	28.0	205	162.3	116.0	41.0	41.0	6.0	24	0.0
12	92.0	11.420765027322403	51.77276441929743	GB_GCA_002368275.1	-402.773	1.339	10.814	2.684	117.0	22.0	247.844	0.0	-1054.854	287.974	-331.726	1.486	37.483	90.985	695.078	-17.885	-25.893	-19.793	-86.922	162.0	-25.92	5192.774	38.996	-27.429	0.604	4178.939	13.189	-11.601	34.006	9371.713	23.0	591.0	0.052	0.1366120218579235	0.2896174863387978	0.5737704918032787	183.0	3.2295081967213117	20.0	20.5	183	179.3	90.0	44.0	42.0	6.0	23	0.0
13	92.0	11.486338797814208	51.74701556883141	GB_GCA_002368155.1	-407.554	1.339	10.825	2.764	116.0	21.0	135.616	0.0	-1057.131	276.334	-328.696	1.483	37.83	92.188	697.514	-17.658	-25.664	-19.35	-85.613	160.0	-25.63	5225.574	39.885	-28.124	0.563	4137.598	13.536	-10.905	32.392	9363.171	23.0	602.0	0.054	0.1366120218579235	0.2786885245901639	0.5846994535519126	183.0	3.289617486338798	20.0	20.0	183	179.1	90.0	44.0	42.0	6.0	23	0.0
14	108.0	11.376744186046512	50.19600617973872	GB_GCA_003011965.1	-472.474	1.381	10.972	2.832	133.0	26.0	216.971	0.0	-1214.615	325.331	-378.772	1.613	36.8	110.356	788.551	-19.905	-37.183	-24.502	-88.166	187.0	-25.162	6162.75	39.494	-45.135	0.635	4509.679	15.64	-15.447	58.466	10672.43	28.0	639.0	0.161	0.1674418604651162	0.3302325581395349	0.5023255813953489	215.0	2.972093023255814	28.0	28.5	215	195.8	117.0	49.0	42.0	6.0	24	54.1
15	106.5	11.254716981132075	51.1916836145551	GB_GCA_003014445.1	-470.295	1.406	10.953	2.768	130.0	31.0	363.333	0.0	-1217.426	319.523	-392.986	1.685	39.952	112.815	782.642	-20.768	-38.433	-22.806	-90.857	185.0	-22.77	6083.416	41.07	-35.289	0.64	4677.132	13.383	1.364	58.508	10760.548	24.0	670.0	0.098	0.1698113207547169	0.3160377358490566	0.5141509433962265	212.0	3.160377358490566	37.0	37.0	212	197.6	115.0	48.0	42.0	6.0	24	64.4
16	91.0	11.513812154696131	47.83439557121776	GB_GCA_003576535.1	-400.078	1.32	10.867	2.692	121.0	28.0	186.972	0.0	-1021.834	261.328	-333.19	1.387	33.271	83.584	664.133	-19.22	-25.836	-19.661	-91.426	171.0	-19.758	5068.144	38.65	-29.952	0.624	3487.132	12.799	-4.799	70.42	8555.276	22.0	570.0	0.026	0.1270718232044199	0.2486187845303867	0.6243093922651933	181.0	3.149171270718232	24.0	24.5	181	166.1	104.0	27.0	43.0	6.0	25	0.0
17	95.5	11.51578947368421	49.51130776330224	GB_GCA_005217565.1	-455.898	1.316	10.979	2.723	127.0	26.0	198.461	0.0	-1093.78	274.28	-371.358	1.501	32.276	93.495	712.397	-21.297	-25.893	-18.405	-100.291	177.0	-16.634	5406.712	39.671	-29.655	0.586	3874.5	20.507	-1.153	48.39	9281.213	24.0	580.0	0.049	0.1368421052631579	0.2526315789473684	0.6105263157894737	190.0	3.0526315789473686	28.0	28.0	190	174.6	117.0	22.0	44.0	6.0	23	0.0
18	98.0	11.374358974358977	50.101942711396056	GB_GCA_003067705.1	-439.566	1.256	10.692	2.713	124.0	26.0	178.065	0.0	-1072.362	282.535	-388.637	1.46	32.717	86.612	746.065	-22.144	-25.702	-30.126	-91.852	185.0	-18.667	5791.536	40.679	-35.356	0.572	3786.631	13.932	-21.622	62.883	9578.168	35.0	562.0	0.021	0.1282051282051282	0.2717948717948718	0.6	195.0	2.882051282051282	29.0	29.0	195	163.7	98.0	48.0	42.0	6.0	24	0.0
19	108.0	11.423255813953489	53.26838447970792	GB_GCA_003148465.1	-475.154	1.26	10.777	2.715	129.0	32.0	257.366	0.0	-1252.921	367.856	-425.943	1.872	40.864	113.062	845.495	-30.047	-34.107	-24.887	-95.283	194.0	-23.957	6334.292	43.811	-36.287	0.627	4987.96	10.328	1.781	23.063	11322.252	33.0	755.0	0.146	0.1534883720930232	0.3162790697674418	0.5302325581395348	215.0	3.511627906976744	37.0	50.0	215	179.4	116.0	48.0	44.0	6.0	24	58.2
20	107.5	11.392523364485982	52.15521801510973	GB_GCA_005046945.1	-487.136	1.364	10.766	2.749	132.0	23.0	256.065	0.0	-1228.233	321.605	-400.048	1.824	40.387	116.654	787.397	-18.165	-36.367	-19.62	-91.63	178.0	-21.405	6384.992	37.777	-42.458	0.62	4582.861	14.653	-9.493	59.872	10967.853	23.0	726.0	0.116	0.1682242990654205	0.3364485981308411	0.4953271028037383	214.0	3.392523364485981	35.0	36.0	214	197.9	116.0	48.0	43.0	6.0	23	63.8
21	104.5	11.317307692307692	52.18718469095631	GB_GCA_004365575.1	-492.766	1.308	10.663	2.685	129.0	26.0	326.487	0.0	-1192.254	322.745	-410.132	1.766	39.588	111.822	805.092	-21.43	-32.683	-25.985	-92.076	182.0	-22.296	6136.256	36.681	-39.337	0.586	4543.208	12.426	-11.304	24.456	10679.464	27.0	704.0	0.155	0.1634615384615384	0.2980769230769231	0.5384615384615384	208.0	3.3846153846153846	48.0	48.0	208	208.6	116.0	43.0	43.0	5.0	24	24.7
22	107.5	11.093457943925234	50.6616444022108	GB_GCA_005473895.2	-454.858	1.355	10.673	2.67	131.0	33.0	474.675	0.0	-1171.068	309.612	-390.155	1.576	34.286	102.48	803.741	-30.238	-33.688	-24.445	-91.063	196.0	-21.324	6025.323	44.357	-37.27	0.519	4641.454	7.818	-10.427	50.741	10666.777	32.0	605.0	0.209	0.1542056074766355	0.3411214953271028	0.5046728971962616	214.0	2.8271028037383177	37.0	37.0	214	185.3	114.0	49.0	44.0	6.0	25	39.6
23	94.0	11.401069518716575	48.96154677316552	GB_GCA_007050995.1	-414.357	1.31	10.882	2.684	124.0	22.0	325.494	0.0	-1031.864	264.747	-364.239	1.366	27.665	86.921	694.896	-20.025	-26.35	-22.837	-90.841	178.0	-16.214	5288.173	45.131	-29.306	0.557	3738.788	12.276	-5.044	59.36	9026.961	32.0	544.0	0.003	0.1283422459893048	0.267379679144385	0.6042780748663101	187.0	2.909090909090909	30.0	30.0	187	171.7	115.0	18.0	47.0	6.0	24	0.0
24	107.5	11.177570093457945	50.75369259131799	GB_GCA_009363175.1	-458.444	1.327	10.682	2.747	132.0	20.0	300.348	0.0	-1191.695	320.948	-385.664	1.708	37.071	112.047	785.302	-20.548	-35.562	-29.946	-89.957	184.0	-24.675	6256.249	45.264	-44.3	0.616	4449.838	11.94	-15.844	65.315	10706.086	32.0	718.0	0.153	0.1728971962616822	0.3317757009345794	0.4953271028037383	214.0	3.355140186915888	37.0	37.0	214	203.8	118.0	48.0	42.0	5.0	27	63.0
25	107.5	11.242990654205608	50.726320358426	GB_GCA_009734345.1	-521.272	1.299	10.813	2.785	131.0	26.0	308.492	0.0	-1210.207	294.73	-401.798	1.663	37.355	110.945	787.291	-23.398	-37.586	-32.126	-92.348	189.0	-22.926	6223.227	46.534	-40.057	0.64	4499.844	12.283	-2.889	51.195	10723.071	32.0	684.0	0.066	0.1635514018691588	0.3364485981308411	0.5	214.0	3.196261682242991	29.0	30.25	214	198.5	118.0	48.0	42.0	5.0	27	62.5
26	98.0	11.398963730569948	48.954363935268645	GB_GCA_009745985.1	-474.706	1.228	10.907	2.716	128.0	26.0	260.069	0.0	-1069.14	266.337	-382.159	1.46	32.27	84.335	733.241	-21.702	-27.602	-34.408	-93.601	190.0	-15.771	5429.986	41.682	-38.238	0.594	3949.083	10.722	-20.805	58.648	9379.068	36.0	556.0	0.026	0.1295336787564766	0.2694300518134715	0.6010362694300518	193.0	2.880829015544041	30.0	30.0	193	161.4	95.0	48.0	43.0	6.0	24	0.0
27	91.0	11.359116022099448	51.07971807391763	GB_GCA_010730955.1	-455.542	1.298	10.646	2.673	119.0	24.0	248.054	0.0	-1015.834	258.681	-350.034	1.406	33.198	85.437	669.188	-21.789	-26.652	-23.278	-84.522	172.0	-19.793	5227.733	39.912	-36.898	0.614	3808.422	13.087	-22.75	45.046	9036.155	29.0	557.0	0.052	0.1270718232044199	0.281767955801105	0.5911602209944752	181.0	3.0773480662983426	29.0	31.33333333333333	181	180.6	87.0	44.0	43.0	6.0	21	0.0
28	107.0	11.427230046948356	51.51043424552856	GB_GCA_009768935.1	-480.954	1.338	10.775	2.682	130.0	29.0	229.542	0.0	-1216.829	290.526	-381.3	1.754	36.454	109.553	747.611	-19.785	-34.009	-22.537	-91.131	182.0	-19.849	6566.92	43.161	-36.39	0.661	4143.804	13.34	7.985	90.456	10710.724	23.0	747.0	0.037	0.1690140845070422	0.3004694835680751	0.5305164319248826	213.0	3.507042253521127	40.0	40.0	213	153.8	115.0	48.0	43.0	6.0	25	65.9
29	90.5	11.28888888888889	52.01984762803443	GB_GCA_014208095.1	-385.133	1.278	10.767	2.682	117.0	20.0	111.489	0.0	-998.401	258.229	-313.898	1.383	31.441	89.57	644.924	-11.609	-26.541	-20.451	-84.422	163.0	-19.456	5206.636	38.399	-34.111	0.623	4081.841	20.576	-15.675	54.798	9288.477	26.0	528.0	0.114	0.1277777777777777	0.2944444444444444	0.5777777777777777	180.0	2.933333333333333	28.0	28.0	180	179.1	87.0	44.0	42.0	6.0	21	0.0
30	95.5	11.2	52.230766291954495	GB_GCA_017051695.1	-418.498	1.347	10.937	2.724	126.0	28.0	164.168	0.0	-1094.945	308.747	-340.206	1.589	34.097	100.163	722.678	-19.876	-25.397	-14.924	-92.732	177.0	-24.814	5279.368	39.204	-32.852	0.635	4454.538	9.062	-13.891	25.503	9733.906	23.0	626.0	0.095	0.1368421052631579	0.2473684210526315	0.6157894736842106	190.0	3.294736842105263	37.0	33.5	190	181.3	117.0	22.0	44.0	6.0	24	0.0
31	109.5	11.18348623853211	51.57259307275834	GB_GCA_009856365.1	-480.977	1.266	10.734	2.648	135.0	27.0	315.24	0.0	-1229.769	339.442	-429.457	1.732	39.863	114.349	851.309	-26.576	-36.792	-33.443	-94.288	200.0	-25.693	6179.621	49.226	-41.817	0.595	4957.408	19.584	7.362	13.837	11137.029	38.0	685.0	0.152	0.1651376146788991	0.3256880733944954	0.5091743119266054	218.0	3.142201834862385	27.0	27.0	218	189.4	120.0	48.0	43.0	6.0	28	59.3
32	92.5	11.5	49.38196223407563	GB_GCA_012999515.1	-413.873	1.337	10.967	2.739	119.0	31.0	221.872	0.0	-1028.391	254.915	-332.94	1.373	31.347	83.54	681.675	-25.054	-25.694	-17.274	-86.495	171.0	-18.223	5157.318	41.829	-32.022	0.612	3794.21	18.765	-6.528	45.225	8951.528	21.0	522.0	0.077	0.125	0.2880434782608695	0.5869565217391305	184.0	2.8369565217391304	30.0	30.0	184	184.6	90.0	44.0	43.0	6.0	23	0.0
33	109.0	11.28110599078341	50.368461658267805	GB_GCA_013415235.1	-500.921	1.304	10.779	2.698	136.0	29.0	357.113	0.0	-1250.027	317.191	-423.824	1.77	41.169	120.144	826.906	-22.46	-33.595	-23.203	-91.465	195.0	-26.182	6324.199	40.161	-32.265	0.622	4443.89	15.593	-3.28	42.395	10768.089	30.0	710.0	0.051	0.1658986175115207	0.3317972350230415	0.5023041474654378	217.0	3.271889400921659	37.0	37.0	217	194.6	120.0	48.0	42.0	6.0	23	69.0
34	114.0	11.102222222222222	53.58539102760575	GB_GCA_016919005.1	-477.475	1.382	10.938	2.827	136.0	35.0	210.713	0.0	-1288.917	336.327	-413.488	1.761	43.175	124.49	854.1	-31.643	-41.903	-23.704	-91.859	198.0	-22.432	6469.783	49.317	-38.099	0.726	5317.381	22.121	5.025	38.007	11787.163	27.0	726.0	0.247	0.1822222222222222	0.3244444444444444	0.4933333333333333	225.0	3.2266666666666666	28.0	28.0	225	144.5	104.0	72.0	42.0	6.0	13	13.8
35	105.0	11.263157894736842	52.52804662776481	GB_GCA_017161305.1	-466.113	1.325	10.751	2.739	126.0	21.0	139.738	0.0	-1171.422	298.092	-387.102	1.646	36.035	113.302	753.95	-17.189	-33.665	-15.947	-89.2	166.0	-21.698	6308.506	41.002	-36.862	0.673	4523.119	21.266	-5.764	47.41	10831.625	19.0	732.0	0.031	0.1722488038277512	0.3205741626794258	0.507177033492823	209.0	3.502392344497608	37.0	37.0	209	176.2	111.0	48.0	43.0	6.0	24	57.0
36	107.5	11.186915887850468	50.7968414738504	GB_GCA_018323985.1	-478.347	1.318	10.748	2.749	132.0	25.0	305.532	0.0	-1193.56	310.584	-385.102	1.712	37.313	108.192	792.156	-25.16	-35.403	-25.664	-90.668	183.0	-26.461	6173.223	44.582	-43.916	0.595	4507.388	11.755	-15.748	56.802	10680.611	26.0	715.0	0.238	0.1728971962616822	0.3317757009345794	0.4953271028037383	214.0	3.3411214953271027	37.0	37.0	214	204.5	118.0	48.0	42.0	5.0	27	63.0
37	98.0	11.271794871794873	52.30236379480208	GB_GCA_900100475.1	-435.397	1.267	10.733	2.615	133.0	19.0	185.429	0.0	-1105.08	294.43	-380.309	1.519	35.526	98.033	747.836	-17.317	-26.107	-23.383	-96.776	177.0	-25.597	5798.193	40.548	-29.975	0.621	4314.24	10.712	-9.186	49.696	10112.433	25.0	561.0	0.033	0.1179487179487179	0.282051282051282	0.6	195.0	2.876923076923077	30.0	30.0	195	193.9	92.0	54.0	42.0	6.0	24	0.0
38	108.0	11.134883720930231	49.72930483447404	GB_GCA_019334725.1	-507.446	1.316	10.833	2.786	132.0	26.0	367.604	0.0	-1183.865	307.85	-404.736	1.683	36.227	103.397	777.012	-22.543	-38.426	-29.329	-87.296	188.0	-21.598	6383.911	42.753	-41.95	0.586	4255.632	10.279	-24.995	68.044	10639.543	30.0	705.0	0.048	0.1581395348837209	0.3581395348837209	0.4837209302325581	215.0	3.2790697674418605	37.0	37.0	215	190.6	118.0	48.0	42.0	6.0	23	65.6
39	96.5	11.15625	52.70086829101521	GB_GCA_019779905.1	-438.194	1.333	10.719	2.66	124.0	24.0	210.191	0.0	-1048.186	277.595	-348.245	1.421	32.477	82.054	683.365	-16.989	-30.843	-20.202	-90.506	170.0	-23.625	5651.972	44.12	-33.256	0.59	4370.737	13.567	-18.475	57.454	10022.709	22.0	545.0	0.078	0.1510416666666666	0.2864583333333333	0.5625	192.0	2.8385416666666665	28.0	28.0	192	173.0	90.0	53.0	42.0	6.0	24	0.0
40	106.0	11.357512953367875	50.697018923246446	GB_GCA_902167325.1	-467.036	1.249	10.927	2.739	127.0	22.0	158.474	0.0	-1095.703	267.618	-377.376	1.473	34.468	100.817	741.142	-18.478	-25.896	-27.286	-97.893	184.0	-18.662	5779.799	37.979	-30.792	0.585	3837.588	12.799	-18.277	46.983	9617.387	35.0	610.0	0.048	0.1347150259067357	0.2487046632124352	0.616580310880829	193.0	3.160621761658031	22.0	22.5	193	182.2	121.0	22.0	43.0	6.0	25	0.0
41	108.5	11.36111111111111	49.190544113692354	GB_GCA_900112325.1	-499.439	1.306	10.861	2.733	133.0	22.0	233.835	0.0	-1217.735	287.105	-407.675	1.626	38.221	109.474	792.163	-18.207	-37.669	-25.06	-93.855	183.0	-24.777	6342.304	41.919	-35.489	0.647	4112.323	20.105	-7.015	77.378	10454.627	28.0	681.0	0.053	0.1666666666666666	0.3101851851851852	0.5231481481481481	216.0	3.1527777777777777	28.0	29.5	216	186.3	119.0	48.0	42.0	6.0	24	53.4
42	114.5	11.288288288288287	53.917902661527286	RS_GCF_000006685.1	-413.883	1.279	10.523	2.587	136.0	27.0	328.133	0.0	-1236.405	367.233	-384.88	1.861	41.581	101.611	794.21	-19.674	-32.201	-20.609	-100.678	187.0	-28.419	6755.428	49.848	-30.133	0.5	5047.326	37.871	-10.788	55.608	11802.754	24.0	686.0	0.079	0.1531531531531531	0.3198198198198198	0.527027027027027	222.0	3.09009009009009	37.0	37.0	222	143.9	118.0	44.0	54.0	5.0	24	0.0
43	107.5	11.411214953271028	52.13999812028103	GB_GCA_902386935.1	-481.451	1.271	10.673	2.697	132.0	23.0	225.981	0.0	-1227.497	328.694	-403.898	1.794	40.537	113.007	792.412	-18.239	-36.717	-19.919	-90.326	182.0	-25.216	6406.511	39.166	-40.938	0.576	4590.732	15.015	-11.977	62.509	10997.243	27.0	715.0	0.142	0.1682242990654205	0.322429906542056	0.5093457943925234	214.0	3.3411214953271027	37.0	37.0	214	200.1	117.0	48.0	42.0	6.0	24	66.1
44	96.5	11.177083333333334	52.090582469403934	RS_GCF_000007125.1	-464.485	1.312	10.646	2.61	129.0	23.0	289.24	0.0	-1063.083	246.707	-370.914	1.454	31.162	97.081	700.243	-17.938	-25.884	-24.673	-97.05	178.0	-20.283	5765.536	44.233	-32.287	0.594	3982.268	16.812	-9.822	59.718	9747.804	26.0	557.0	0.039	0.1197916666666666	0.2760416666666667	0.6041666666666666	192.0	2.9010416666666665	37.0	34.0	192	187.1	89.0	54.0	42.0	6.0	25	0.0
45	106.0	11.19431279620853	50.00661446046077	GB_GCA_902141825.1	-450.187	1.284	10.716	2.722	126.0	30.0	271.419	0.0	-1174.313	294.16	-370.021	1.652	36.407	112.08	766.316	-24.311	-35.919	-24.665	-84.942	184.0	-22.794	6068.252	52.129	-40.925	0.56	4431.347	10.244	0.112	54.247	10499.598	28.0	700.0	0.356	0.1706161137440758	0.3317535545023696	0.4976303317535545	211.0	3.3175355450236967	26.0	26.0	211	188.2	114.0	48.0	42.0	6.0	24	63.5
46	109.5	11.18348623853211	48.784229112970976	RS_GCF_000006985.1	-481.972	1.303	10.789	2.747	132.0	29.0	278.572	0.0	-1209.654	293.006	-399.151	1.692	37.164	115.939	805.827	-28.83	-37.481	-23.662	-92.644	188.0	-25.332	6520.844	48.911	-42.343	0.52	4020.691	16.697	-12.94	70.654	10541.536	27.0	677.0	0.172	0.1559633027522936	0.3394495412844037	0.5045871559633027	218.0	3.1055045871559632	47.0	42.525028867275	218	180.6	121.0	48.0	42.0	6.0	28	57.7
47	107.5	11.371428571428572	52.04556309380982	RS_GCF_000007205.1	-460.303	1.333	10.771	2.704	133.0	29.0	496.179	-1.262	-1190.858	324.284	-368.383	1.752	35.384	104.962	752.698	-18.634	-35.799	-15.045	-93.066	182.0	-27.525	6317.753	40.366	-32.235	0.589	4469.106	13.678	-22.07	70.724	10786.859	20.0	689.0	0.726	0.1666666666666666	0.3047619047619048	0.5285714285714286	210.0	3.280952380952381	37.0	37.0	210	158.3	116.0	44.0	43.0	6.0	24	21.0
48	95.5	11.48421052631579	50.018966807665926	RS_GCF_000007905.1	-435.688	1.263	10.905	2.688	126.0	41.0	337.947	0.0	-1097.104	303.836	-383.721	1.606	34.851	89.843	734.419	-32.495	-29.23	-17.338	-92.513	191.0	-19.596	5466.903	38.608	-29.533	0.602	3863.889	8.781	-0.692	54.137	9330.792	24.0	625.0	0.453	0.1736842105263158	0.2736842105263158	0.5526315789473685	190.0	3.289473684210526	37.0	41.5	190	121.4	108.0	32.0	44.0	5.0	15	0.0
49	134.0	11.260663507109005	49.80468487931855	RS_GCF_000007605.1	-456.98	1.322	10.81	2.764	134.0	33.0	300.741	0.0	-1208.568	315.083	-370.839	1.718	38.815	109.956	774.853	-21.325	-36.893	-21.155	-91.566	193.0	-25.686	6264.51	39.453	-35.59	0.554	4099.946	18.866	-13.707	69.56	10364.456	26.0	694.0	0.045	0.1611374407582938	0.3175355450236967	0.5213270142180095	211.0	3.2890995260663507	37.0	37.0	211	160.5	118.0	44.0	42.0	6.0	24	15.9
50	92.0	11.535911602209945	52.325525680154215	RS_GCF_000007925.1	-388.681	1.298	10.901	2.692	117.0	32.0	286.875	0.0	-1032.79	281.896	-335.446	1.514	32.077	95.785	665.836	-27.692	-26.561	-12.369	-84.538	167.0	-24.547	5346.715	42.163	-24.298	0.541	3953.623	11.807	1.509	46.968	9300.338	18.0	551.0	0.007	0.1325966850828729	0.287292817679558	0.580110497237569	181.0	3.044198895027624	20.0	16.353118524350002	181	176.7	113.0	17.0	44.0	6.0	24	0.0
51	107.5	11.392523364485982	50.15693757152503	RS_GCF_000007985.2	-470.949	1.355	10.888	2.707	134.0	29.0	323.497	0.0	-1216.248	318.058	-393.209	1.681	35.548	114.289	780.636	-20.743	-35.092	-18.682	-93.38	192.0	-24.356	6277.47	39.669	-35.963	0.608	4301.302	21.065	-16.121	71.78	10578.771	29.0	695.0	0.12	0.1682242990654205	0.3177570093457944	0.514018691588785	214.0	3.247663551401869	35.0	32.5	214	180.6	117.0	48.0	42.0	6.0	24	65.0
